"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_type","gene_name"
"ENSG00000080546.13",1999.841453898,2.97488607958962,0.131621727910271,22.6017856384445,4.16197678599297e-113,8.84253587952067e-109,"protein_coding","SESN1"
"ENSG00000135679.25",27490.8757472918,2.80009321521306,0.1328283488394,21.0805392047642,1.20008587614175e-98,1.27485122622538e-94,"protein_coding","MDM2"
"ENSG00000124762.14",5381.71946547895,4.69268448496993,0.239692966920404,19.5778981138326,2.38667415605493e-85,1.6902426373181e-81,"protein_coding","CDKN1A"
"ENSG00000134574.12",2828.40703493922,2.05017538369563,0.10688512339088,19.1811106976797,5.32310460054714e-82,2.82736700858061e-78,"protein_coding","DDB2"
"ENSG00000171469.11",961.449827664032,2.24943591781581,0.118821548945925,18.9312118699909,6.30940654797245e-80,2.68099303036445e-76,"protein_coding","ZNF561"
"ENSG00000136048.14",504.334977103504,2.92000377746722,0.162589360186332,17.9593779944815,4.05324264110486e-72,1.43525321921523e-68,"protein_coding","DRAM1"
"ENSG00000170836.12",2168.48768409875,2.17415912764493,0.130775768063532,16.6250916346269,4.58664817734554e-62,1.39211324536976e-58,"protein_coding","PPM1D"
"ENSG00000125740.14",143.465822611396,3.55905140536014,0.216862581623449,16.4115514014305,1.58113056659427e-60,4.19908750223272e-57,"protein_coding","FOSB"
"ENSG00000162772.17",495.789195852187,3.9431148422156,0.246167854459253,16.0179924827199,9.56900872036171e-58,2.25892399192006e-54,"protein_coding","ATF3"
"ENSG00000197852.12",872.929541881138,3.18143667009819,0.2002017795101,15.8911508073668,7.29754556141054e-57,1.55043652997728e-53,"protein_coding","INKA2"
"ENSG00000161509.14",153.4274681269,4.48078992385378,0.286309188954296,15.6501785367743,3.31288810271709e-55,5.86546838586061e-52,"protein_coding","GRIN2C"
"ENSG00000177076.6",368.353304339566,4.23091674974673,0.270340428081568,15.6503294004926,3.30504381196269e-55,5.86546838586061e-52,"protein_coding","ACER2"
"ENSG00000135749.19",489.099509520502,1.83000589258052,0.117117973794513,15.6253206343147,4.89453299847688e-55,7.99917292966459e-52,"protein_coding","PCNX2"
"ENSG00000183508.5",426.465485734364,3.9489379240432,0.252886803537169,15.6154369022375,5.7152278716512e-55,8.67326652579296e-52,"protein_coding","TENT5C"
"ENSG00000186529.16",401.114358945058,6.84379813916613,0.441875207349337,15.4880790443524,4.17581951598485e-54,5.91463076244094e-51,"protein_coding","CYP4F3"
"ENSG00000170345.10",494.569369779298,2.29615299854489,0.151299813161635,15.1761786783695,5.08559042821602e-52,6.75302838986735e-49,"protein_coding","FOS"
"ENSG00000099860.9",657.365767110647,1.88853182548455,0.125594635921245,15.0367235959724,4.21921797115888e-51,5.27302970677892e-48,"protein_coding","GADD45B"
"ENSG00000188157.15",253.119954493568,4.61603221947489,0.313437021464034,14.7271442215532,4.31561017697845e-49,5.09385854556022e-46,"protein_coding","AGRN"
"ENSG00000138617.15",445.730941621599,2.24533855889432,0.15310490533519,14.665360028659,1.0744573371005e-48,1.20146950442301e-45,"protein_coding","PARP16"
"ENSG00000130513.6",488.183221748909,8.21003771842431,0.563434576363373,14.5714126587955,4.26969575244577e-48,4.53569779782314e-45,"protein_coding","GDF15"
"ENSG00000170855.4",3445.15083641614,1.66955814964282,0.114895234382599,14.5311348953189,7.69351508958016e-48,7.78363912348667e-45,"protein_coding","TRIAP1"
"ENSG00000162643.13",525.850519316602,4.61595389393618,0.319413140146105,14.4513588007831,2.4578861083397e-47,2.37364764808115e-44,"protein_coding","WDR63"
"ENSG00000260912.1",260.565071329807,4.16784224699717,0.290854673244362,14.3296382365345,1.42862842780056e-46,1.3196799816109e-43,"lncRNA","AL158206.1"
"ENSG00000161513.12",4111.65684795466,3.29000756339598,0.231376627330325,14.2192735772702,6.95713581502411e-46,6.15880448025009e-43,"protein_coding","FDXR"
"ENSG00000220785.7",395.199186307156,3.29878055780007,0.232204464860719,14.2063614486428,8.36607888063553e-46,7.1098284759193e-43,"transcribed_unprocessed_pseudogene","MTMR9LP"
"ENSG00000064115.11",6379.24610239496,1.6024701353454,0.112939377302435,14.1887636856207,1.07537887169745e-45,8.78749981080157e-43,"protein_coding","TM7SF3"
